"","edad","sexo","mediaAnterior","nota3"
"122",15.0758178457618,"M",13.5,13
"123",15.7705800314434,"F",13,13
"124",16.8513885987923,"M",12.5,13
"125",15.9529836913571,"F",11.5,11
"126",15.7646555034444,"M",9,9
"127",15.0470895469189,"F",10.5,11
"128",18.4276585006155,"F",9.5,11
"129",16.8010405157693,"M",14,15
"130",16.8986698477529,"M",12.5,13
"131",14.7438439321704,"F",10.5,12
"132",17.1807700190693,"F",9.5,8
"133",17.7416602550074,"F",10.5,11
"134",15.7656971281394,"F",11.5,13
"135",17.8915951610543,"F",12.5,12
"136",16.9725004439242,"F",14,14
"137",15.6029897578992,"M",9,11
"138",16.8810457661748,"F",12,11
"139",14.2647330886684,"M",11.5,11
"140",14.0808710101992,"F",13.5,15
"141",17.2380503867753,"M",9.5,10
"142",15.1981527195312,"F",13.5,13
"143",17.232392268721,"M",11,12
"144",17.4774121972732,"F",11.5,11
"145",16.2821309864521,"F",11.5,11
"146",15.5284764417447,"F",9,10
"147",16.5519869271666,"M",10,10
"148",14.6664865738712,"F",13.5,14
"149",14.5423632948659,"F",8.5,9
"150",14.9522658088244,"M",10,11
"151",14.0431660548784,"F",8.5,9
"152",15.05641226843,"M",14,13
"153",15.1816214057617,"M",11.5,11
"154",14.4782072631642,"F",13,13
"155",16.8447685097344,"F",10.5,11
"156",17.27028681105,"M",8,6
"157",14.0988058499061,"F",12,12
"158",14.1026616557501,"F",10.5,10
"159",14.0213819383644,"F",11,11
"160",15.2412623502314,"F",12.5,13
"161",15.6055738101713,"F",11,11
"162",16.0044556795619,"M",9,8
"163",14.6657932000235,"M",11.5,11
"164",18.4299192805775,"M",10,0
"165",15.7903930828907,"M",9.5,10
"166",15.78197561251,"F",13,13
"167",18.78260378493,"M",10,11
"168",16.4305129610002,"F",13,13
"169",15.7854634709656,"M",7.5,8
"170",16.5860662912019,"M",8.5,10
"171",17.8799997195601,"F",10.5,11
"172",15.7086821501143,"M",11,11
"173",15.840396117419,"M",10,1
"174",15.4799639130943,"M",8.5,10
"175",16.5366318030283,"M",8,9
"176",17.9565201341175,"M",6.5,8
"177",15.677742858883,"M",8.5,10
"178",15.8196210041642,"M",8.5,8
"179",16.5400873157196,"M",8,8
"180",17.5292914058082,"M",7.5,8
"181",15.3019286859781,"M",9.5,11
"182",15.760772430338,"F",17,18
"183",15.6931141656823,"F",12,13
"184",16.6420432813466,"F",16,17
"185",16.1056617475115,"M",9,10
"186",16.4907289566472,"M",16.5,18
"187",16.7829795912839,"M",10,10
"188",16.9415676291101,"F",13.5,13
"189",16.8632821519859,"F",14,15
"190",16.1237225593068,"M",10.5,11
"191",16.2878922475502,"F",12.5,14
"192",17.4191693416797,"M",10,10
"193",15.7332249316387,"M",9.5,11
"194",16.8483011298813,"M",11,13
"195",15.6373043893836,"M",10.5,11
"196",16.8686549616978,"M",11.5,13
"197",17.9075669446029,"F",17.5,17
"198",17.4410514021292,"F",13.5,14
"199",15.9905067021027,"F",14.5,16
"200",17.8896131482907,"M",12,14
"201",16.0238418807276,"M",9.5,11
"202",16.2747066402808,"M",13.5,16
"203",17.9746993505396,"F",12.5,14
"204",16.4998861225322,"M",9,10
"205",15.7722788597457,"F",12,13
"206",16.3083116002381,"F",11.5,12
"207",17.261801882647,"M",10.5,12
"208",16.3334154495969,"M",10.5,10
"209",16.9776280377991,"M",12.5,12
"210",17.1820631548762,"F",14.5,16
"211",16.7382038608193,"M",13,14
"212",15.4771573226899,"M",10.5,12
"213",16.4999311966822,"F",14.5,16
"214",15.1188793666661,"F",10.5,11
"215",15.8569351262413,"F",14,15
"216",15.7183954403736,"F",11.5,12
"217",16.3738585356623,"F",14.5,15
"218",16.5522636682726,"F",13,13
"219",15.8412831034511,"F",13,13
"220",17.5453824428841,"F",8.5,8
"221",15.1434000036679,"F",11,12
"222",15.8869784995914,"F",14.5,15
"223",16.6420413809828,"F",12.5,13
"224",16.1182721499354,"F",11.5,12
"225",19.3347929720767,"F",12,12
"226",17.5284494529478,"M",12.5,12
"227",15.1288256533444,"F",13,13
"228",17.8853723658249,"M",11.5,11
"229",16.2754508969374,"F",11.5,11
"230",17.2608509520069,"F",15,15
"231",16.753095888067,"F",10,10
"232",17.041660211049,"M",10,10
"233",16.8107079337351,"F",12.5,13
"234",17.6337904818356,"F",12,13
"235",16.2638473822735,"F",10.5,11
"236",17.84028268978,"F",12,12
"237",16.3968127346598,"F",13,14
"238",17.6914644618519,"M",9.5,10
"239",15.2300273966976,"F",15.5,16
"240",17.7205299562775,"F",8,8
"241",17.9540987205692,"F",17.5,17
"242",17.2754187141545,"M",10.5,11
"243",17.4433357049711,"M",9.5,11
"244",17.3699095151387,"F",15,16
"245",16.6654201368801,"F",13,12
"246",17.7926032403484,"M",12.5,13
"247",16.9361707740463,"M",13,13
"248",16.7789649362676,"M",13,14
"249",16.7770726191811,"M",9,9
"250",15.6020834445953,"M",12,12
"251",16.5462732887827,"M",16,16
"252",15.8138204258867,"F",9.5,10
"253",16.5919935200363,"F",13.5,13
"254",18.5160289537162,"F",10,10
"255",17.063904047478,"F",8.5,10
"256",18.3188192918897,"F",7.5,7
"257",18.7500802963041,"M",7.5,8
"258",17.3103254521266,"M",9,9
"259",16.6076012686826,"F",14,15
"260",16.2378719071858,"F",10.5,10
"261",16.0216884189285,"F",11.5,11
"262",16.4143685856834,"F",13,13
"263",16.245264608413,"F",9,8
"264",17.3590873391367,"M",7.5,8
"265",16.627963247709,"F",10,10
"266",16.7652949653566,"F",14.5,15
"267",17.6270821657963,"F",14.5,14
"268",16.8180358344689,"M",15,15
"269",17.9366097929887,"M",12,12
"270",15.6755371112376,"M",14,15
"271",15.8131056833081,"M",14.5,15
"272",17.1235042298213,"F",11,12
"273",16.5243268138729,"M",13.5,15
"274",16.1779057253152,"F",11,11
"275",17.2869482161477,"F",9.5,10
"276",18.3886946849525,"F",11,11
"277",16.274159565568,"M",15.5,16
"278",16.9011803907342,"F",10.5,11
"279",16.3433563802391,"M",10.5,13
"280",21.4432394495234,"M",7.5,5
"281",17.0015138462186,"M",9.5,10
"282",16.5651607243344,"M",11.5,11
"283",17.2049107262865,"M",7.5,7
"284",16.2019401066937,"M",10,10
"285",17.5661253910512,"M",7.5,6
"286",15.5904768230394,"M",13.5,12
"287",17.8818401885219,"M",12,13
"288",17.9777889549732,"M",9.5,10
"289",18.8213189053349,"F",12,13
"290",17.9287615423091,"F",14.5,17
"291",18.330840444658,"F",10,11
"292",18.4121004878543,"M",10.5,11
"293",17.9762192778289,"F",11.5,14
"294",17.4257695302367,"F",11.5,14
"295",18.6761042587459,"F",11,13
"296",18.3370016771369,"M",12,14
"297",17.4673446104862,"M",16,16
"298",17.0892004971392,"M",9.5,10
"299",17.7525285682641,"F",10.5,12
"300",19.4678915743716,"F",11,12
"301",17.6002577827312,"F",15,15
"302",17.3359749694355,"M",10,11
"303",17.9784589451738,"M",10.5,12
"304",16.496767249424,"F",13.5,13
"305",18.3720720843412,"F",11.5,13
"306",17.466259744484,"M",8,9
"307",17.8475869251415,"M",15.5,16
"308",17.5804713061079,"M",11,14
"309",17.9277642220259,"F",10.5,12
"310",17.0865901638754,"M",11,14
"311",18.7184394467622,"F",8.5,10
"312",19.3154453989118,"F",11.5,12
"313",18.8522304748185,"F",16,16
"314",17.3230804661289,"F",13,13
"315",16.5006714817137,"M",16.5,18
"316",17.3498557573184,"F",14,15
"317",16.5153251504526,"F",15.5,16
"318",16.583418960683,"F",12,12
"319",18.5510717248544,"F",10.5,10
"320",18.7592774648219,"M",11.5,12
"321",18.3452602946199,"F",13,13
"322",16.2072600051761,"F",14,15
"323",19.3965486004017,"F",8.5,10
"324",18.8771028495394,"M",10,10
"325",17.9665996870026,"M",10,11
"326",16.0357579151168,"M",11,10
"327",16.6434861384332,"M",13,13
"328",17.6974541875534,"F",17,18
"329",17.3381658811122,"F",12.5,13
"330",17.6713667479344,"F",12,14
"331",17.9530351627618,"F",12.5,14
"332",16.4849777449854,"M",12,12
"333",17.8836494241841,"F",18,18
"334",17.5570988208055,"F",13,14
"335",18.1777437976561,"M",14.5,15
"336",18.7905176705681,"M",17,17
"337",18.8834107667208,"M",15.5,16
"338",16.7374711912125,"F",17.5,18
"339",17.1947518857196,"F",18.5,19
"340",17.5702018202282,"M",14.5,15
"341",17.1425946117379,"M",14.5,15
"342",19.6564247342758,"F",13.5,13
"343",17.8661956945434,"F",13.5,14
"344",17.8968671332113,"F",16.5,17
"345",17.5117093403824,"M",18,17
"346",17.8479915894568,"F",14.5,15
"347",16.1969102364965,"M",12.5,13
"348",17.1219227868132,"F",7,8
"349",16.1544765508734,"F",16,16
"350",17.6550280740485,"F",18,18
"351",18.5422675460577,"M",9.5,11
"352",19.8038407596759,"M",14.5,15
"353",18.6059160060249,"M",10,11
"354",18.9007831420749,"F",10,11
"355",18.9888482196257,"F",12,15
"356",16.1667999187484,"F",11.5,14
"357",17.618062034715,"F",15.5,17
"358",17.034507650882,"F",14.5,17
"359",17.5868979133666,"F",12,15
"360",17.8546318602748,"F",15,17
"361",18.9398183887824,"F",11.5,14
"362",19.5069708102383,"M",10.5,10
"363",18.5994664924219,"F",11.5,13
"364",17.8169992733747,"F",11.5,14
"365",17.1710104057565,"F",14.5,17
"366",16.8839295851067,"F",14.5,17
"367",16.5849558897316,"F",12,13
"368",17.7914161095396,"F",11.5,14
"369",18.5641512349248,"M",8.5,11
"370",18.5069308015518,"F",10,11
"371",19.8504256932065,"F",8,9
"372",17.2602688730694,"F",10,10
"373",17.6417138781399,"F",13.5,13
"374",16.045682085678,"F",11,10
"375",16.2325486554764,"F",17.5,17
"376",16.7413741755299,"F",14,15
"377",18.7684298823588,"F",14,14
"378",17.3105782344937,"M",13.5,13
"379",16.9841825538315,"M",17.5,17
"380",16.0600610910915,"M",10.5,10
"381",16.2888127863407,"F",12.5,13
"382",16.7012175717391,"F",14.5,15
"383",16.6681249653921,"F",11.5,11
"384",17.1547199254856,"M",11,12
"385",19.5217377943918,"M",10.5,10
"386",17.1741321128793,"F",9.5,10
"387",16.0389153258875,"F",15,15
"388",18.2879589665681,"M",14.5,15
"389",18.4692411036231,"F",10.5,12
"390",17.7592079006135,"F",9.5,12
"391",18.6950369388796,"F",13.5,14
"392",17.3463398762979,"F",12,14
"393",16.6943167899735,"F",12.5,15
"394",17.1962796249427,"F",14,15
"395",17.3155191200785,"F",14,16
"396",18.912189994473,"M",12,13
"397",18.7789573883638,"M",16,17
"398",17.7588554481044,"F",11,14
"399",17.8708500019275,"F",11.5,14
"400",17.9334989488125,"F",15,17
"401",18.4441019343212,"M",14.5,17
"402",17.122683704365,"M",13.5,14
"403",16.0350308683701,"F",11.5,13
"404",17.0914482763037,"F",13.5,15
"405",16.491627575364,"F",14,16
"406",19.0264878142625,"F",10.5,11
"407",16.8002084954642,"F",11.5,13
"408",21.8833873062395,"F",10.5,12
"409",17.7307722810656,"M",10,12
"410",17.0117889349349,"M",13.5,15
"411",17.4845355772413,"F",15,17
"412",17.3336811205372,"M",13.5,15
"413",17.3769875806756,"F",15.5,17
"414",21.3550978549756,"M",9.5,10
"415",20.2603941899724,"F",13,15
"416",18.8477622536011,"F",9.5,11
"417",17.6002885503694,"M",17,18
"418",17.9850916806608,"F",15.5,17
"419",18.6751030110754,"M",13.5,14
"420",18.4733559689485,"M",9,11
"421",18.121068615932,"F",15.5,17
"422",19.0498796817847,"F",9,10
"423",18.5690190494061,"F",11.5,13
"424",16.1874681767076,"F",10.5,11
"425",15.3320907154121,"F",12,12
"426",14.0149142616428,"F",10,10
"427",15.2546693859622,"F",10,11
"428",15.5937887122855,"F",16.5,17
"429",15.5522808209062,"F",7,9
"430",16.1517609423026,"M",10.5,11
"431",15.5560218901373,"M",10.5,11
"432",16.0914583099075,"F",10,10
"433",16.7270448859781,"F",6,7
"434",15.6124945073389,"F",13.5,14
"435",15.694763249252,"F",9.5,11
"436",14.1054111011326,"F",10,10
"437",14.893232520204,"F",6.5,8
"438",16.7425958965905,"F",11.5,12
"439",16.3801080109552,"F",10.5,12
"440",14.8176560918801,"F",15,16
"441",16.3497721999884,"M",3.5,0
"442",16.8469081604853,"M",8.5,9
"443",14.8417383478954,"M",12.5,14
"444",15.0837682737038,"M",8,8
"445",16.6652336735278,"M",9.5,11
"446",15.9018985801376,"M",8,9
"447",14.6385763445869,"M",11,11
"448",16.7950230492279,"M",9,9
"449",15.9381280494854,"F",16,17
"450",14.8924829568714,"F",12,13
"451",16.9166359035298,"F",15,15
"452",15.8490701322444,"M",10.5,11
"453",16.0472940714099,"F",9.5,11
"454",15.1181928394362,"F",9,8
"455",16.9567625010386,"F",8.5,8
"456",14.414009266533,"F",9.5,9
"457",16.4442878561094,"F",13.5,15
"458",16.0524909114465,"M",10.5,11
"459",16.4947560061701,"F",11.5,13
"460",15.2663267394528,"F",9.5,10
"461",14.8670698446222,"F",10.5,11
"462",16.5872089667246,"F",12.5,14
"463",14.9352986444719,"F",13.5,14
"464",14.7001469763927,"F",12.5,12
"465",16.4927029423416,"M",11,11
"466",18.795549982693,"F",8.5,8
"467",14.2768934690394,"M",9.5,11
"468",15.8380341520533,"F",13.5,14
"469",14.4892497900873,"M",12.5,13
"470",15.8533585462719,"M",12.5,13
"471",15.1884337575175,"F",12.5,12
"472",15.4993624347262,"F",11.5,12
"473",16.593987300992,"F",14,16
"474",15.5530469920486,"M",9,10
"475",14.7094731819816,"M",10.5,11
"476",15.851955158636,"F",12.5,14
"477",15.9638908933848,"F",9,8
"478",14.1199124930426,"M",11,11
"479",16.3624601680785,"F",7,8
"480",17.8729064674117,"F",9,10
"481",18.7257811590098,"F",9,10
"482",17.7920189551078,"F",9.5,11
"483",14.5997441983782,"F",9.5,9
"484",16.7208331013098,"F",9.5,11
"485",16.4666769392788,"F",7,8
"486",16.7558524254709,"F",10.5,11
"487",16.5260982019827,"F",9.5,10
"488",17.4721858464181,"F",8,10
"489",18.4266200060956,"F",8,9
"490",18.6041683568619,"M",8.5,10
"491",18.7727164938115,"F",10,10
"492",18.3365645776503,"F",7.5,9
"493",15.3937439010479,"F",9,10
"494",17.482949424535,"F",9,10
"495",15.3766588820145,"F",8.5,9
"496",15.9391488386318,"F",13.5,13
"497",15.6053698384203,"F",14,14
"498",16.6784252808429,"M",10.5,10
"499",16.7889265948907,"F",13.5,14
"500",15.273644563742,"F",16.5,16
"501",17.5839319145307,"M",6.5,7
"502",15.4377216314897,"M",13,13
"503",16.1032353923656,"M",9,9
"504",15.4138167235069,"F",14,14
"505",19.0453078257851,"F",12.5,13
"506",16.6172630190849,"F",11,11
"507",20.6951388791203,"F",10,10
"508",16.882683314383,"F",11,10
"509",17.811452541966,"M",9.5,9
"510",16.6567938914523,"F",16.5,18
"511",16.6103907329962,"F",16,17
"512",16.2315737307072,"F",10,10
"513",17.9491423969157,"F",7,7
"514",15.9902988248505,"F",7,8
"515",15.6354256821796,"F",6.5,7
"516",18.8582669063471,"F",8.5,10
"517",15.4870636975393,"F",15,16
"518",16.7200562991202,"F",14,15
"519",18.1999513702467,"F",6.5,8
"520",15.2886021155864,"M",7.5,0
"521",15.4616520688869,"F",7,8
"522",15.7100242362358,"F",9,10
"523",16.0343704549596,"F",8,8
"524",17.7524608969688,"M",5.5,6
"525",16.5815614564344,"F",8,8
"526",16.217424179893,"M",14.5,16
"527",17.9432776030153,"F",13.5,14
"528",15.0137685574591,"M",9.5,10
"529",16.3418652317487,"F",9,9
"530",16.2169774775393,"F",11,11
"531",17.6396160144359,"M",8.5,9
"532",16.5826821797527,"M",10,10
"533",15.9310320005752,"M",8,8
"534",16.3771901037544,"F",14.5,16
"535",16.9973896993324,"M",11.5,12
"536",14.2574668126181,"M",10,10
"537",14.1668928796425,"M",13.5,14
"538",15.9305396839045,"M",12.5,12
"539",16.8367319996469,"F",11,11
"540",15.5730838733725,"F",9.5,10
"541",16.8052703114226,"F",10,11
"542",16.8103171186522,"F",10,11
"543",16.6761004254222,"F",10.5,12
"544",17.2869171379134,"M",9,8
"545",17.3915356858633,"M",11.5,12
"546",17.9715369977057,"M",8.5,8
"547",17.7556582381949,"F",14,16
"548",15.1792861381546,"M",10.5,11
"549",17.7727118651383,"F",10.5,11
"550",16.5519171352498,"F",17.5,18
"551",15.6979395179078,"M",12.5,13
"552",17.2358803427778,"M",13.5,13
"553",18.4318300560117,"M",9,10
"554",17.2639737003483,"M",11,12
"555",16.5423161033541,"F",10.5,10
"556",15.702839737758,"F",13.5,13
"557",15.9287654049695,"M",9.5,11
"558",16.0410575945862,"F",8,10
"559",16.9264988615178,"M",10.5,10
"560",17.4477611230686,"M",12,13
"561",17.2962802867405,"M",9.5,10
"562",18.1976973055862,"M",9.5,10
"563",16.9206445533782,"F",12,12
"564",17.4609075076878,"M",3.5,0
"565",16.7356849065982,"M",10,10
"566",15.9278559838422,"M",10,9
"567",18.553719362244,"M",8,9
"568",17.3806742099114,"M",2,0
"569",18.2159311533906,"M",8.5,9
"570",17.6074512498453,"M",6,8
"571",15.5433256477118,"M",7.5,8
"572",19.7472270568833,"M",8.5,9
"573",16.1275022835471,"F",5,7
"574",16.3833594904281,"F",8,10
"575",20.8046980104409,"M",9.5,10
"576",18.8484959197231,"F",10.5,10
"577",17.2660749438219,"M",9.5,11
"578",18.7505915551446,"M",9.5,11
"579",17.9748245123774,"M",8.5,10
"580",18.1620883531868,"M",9.5,9
"581",18.0385641902685,"M",8.5,10
"582",18.7144765364937,"F",7,8
"583",18.1137443012558,"F",7,7
"584",18.1145095704123,"F",7,0
"585",16.5022669653408,"F",10.5,11
"586",16.7158680441789,"F",7.5,8
"587",17.9087130408734,"F",8,0
"588",18.6250564847142,"F",6.5,8
"589",17.4999385159463,"F",9,9
"590",16.9736377010122,"F",8.5,10
"591",18.2329381396994,"F",7.5,7
"592",18.8541632774286,"F",12.5,14
"593",16.1000835052691,"F",11.5,13
"594",18.4578189323656,"F",12.5,14
"595",18.8119364734739,"F",18,18
"596",17.2452059150673,"M",17,17
"597",16.2981461957097,"F",17.5,18
"598",18.5247662747279,"F",4.5,0
"599",17.4778843573295,"M",10.5,11
"600",17.4470672705211,"M",12.5,14
"601",17.6060354150832,"M",12.5,14
"602",18.7978528677486,"F",8,10
"603",18.1239871024154,"F",11.5,13
"604",17.1361022521742,"F",2.5,0
"605",17.3987996811047,"F",9.5,10
"606",18.5468649496324,"F",2.5,0
"607",16.7795720854774,"F",18,18
"608",17.5861334297806,"F",11,12
"609",17.2686923835427,"F",9,11
"610",18.1609147894196,"F",11,12
"611",18.4353791517206,"F",4,0
"612",18.3034611223266,"F",14,15
"613",16.9333677925169,"M",10.5,11
"614",18.4261178462766,"F",10,10
"615",16.0412423643284,"F",12,12
"616",17.616777531337,"F",14.5,15
"617",18.9412825410254,"M",13.5,14
"618",18.2510328628123,"F",18,18
"619",18.4462612867355,"F",15.5,15
"620",18.8309781127609,"F",12.5,13
"621",17.7983946669847,"F",14.5,15
"622",16.1096790027805,"F",13,13
"623",18.2140577048995,"M",9,9
"624",17.1078381342813,"M",15.5,16
"625",17.5349962324835,"F",8,9
"626",18.6589689436369,"F",10,10
"627",17.3457258604467,"F",6,0
"628",17.962535100989,"M",9.5,10
"629",17.0963494423777,"F",10.5,12
"630",16.2908758949488,"F",7.5,9
"631",18.9588597100228,"F",16,17
"632",17.2195045305416,"F",10.5,12
"633",19.6162317083217,"F",7.5,9
"634",18.4726599869318,"F",13.5,14
"635",17.050988140516,"F",16,16
"636",17.8594740480185,"F",8.5,9
"637",17.7429257598706,"M",17.5,19
"638",17.3205006634817,"M",7,0
"639",16.5678196866065,"M",14.5,16
"640",18.1250425754115,"M",6.5,0
"641",18.1252481364645,"M",7,0
"642",18.6976991468109,"F",15.5,15
"643",16.9601543149911,"F",7.5,11
"644",17.3519523120485,"F",8,10
"645",18.2329203179106,"F",10.5,10
"646",17.055107884109,"F",15,16
"647",17.2583719072863,"F",11.5,9
"648",17.7937382115051,"M",10,10
"649",18.2583908517845,"M",10.5,11
